commodity_name,market_name,arrival_date,modal_price
Maize,Malur,29-07-2019,25.83
Maize,Mysore (Bandipalya),29-07-2019,20.76
Maize,Shimoga,29-07-2019,24.75
Maize,Tumkur,29-07-2019,23
Maize,Piriya Pattana,22-08-2019,19
Ginger(Green),Hirekerur,20-07-2019,23
Dry+Chillies,Bangalore,18-07-2019,113
Dry+Grapes,Bangalore,18-07-2019,260
Green+Chilli,Ramanagara,22-07-2019,22
Maize,Shikaripura,23-07-2019,26
Jowar(Sorghum),Manvi,19-07-2019,15.58
Kulthi(Horse+Gram),Bangalore,19-07-2019,38.5
Maize,Harappana Halli,23-07-2019,25.75
Maize,Haveri,23-07-2019,24.5
Elephant+Yam+(Suran),Turvekere,18-07-2019,14
Maize,Mundaragi,23-07-2019,21.91
Ragi+(Finger+Millet),Piriya Pattana,07-09-2019,20
Jowar(Sorghum),Manvi,24-07-2019,13.28
Arhar+Dal(Tur+Dal),Kolar,12-09-2019,80
Cucumbar(Kheera),Channapatana,23-07-2019,12
Cucumbar(Kheera),Honnali,23-07-2019,5
Ginger(Green),Piriya Pattana,22-07-2019,29
Cashewnuts,Kundapura,06-08-2019,90
Ginger(Green),Moodigere,18-07-2019,25
Groundnut,Bagalakot,20-07-2019,57.36
Groundnut,Kumta,20-07-2019,50
Onion,Hubli (Amaragol),30-07-2019,9
Gur(Jaggery),Bijapur,20-07-2019,32
Gur(Jaggery),Mandya,20-07-2019,31.5
Paddy(Dhan)(Common),Haliyala,30-07-2019,17.5
Paddy(Dhan)(Common),Hanagal,30-07-2019,15.5
Paddy(Dhan)(Common),Honnali,30-07-2019,17.7
Paddy(Dhan)(Common),Shorapur,30-07-2019,23.85
Green+Chilli,Davangere,18-07-2019,18
Jowar(Sorghum),Hubli (Amaragol),20-07-2019,26.69
Kulthi(Horse+Gram),Gundlupet,20-07-2019,37.5
Cucumbar(Kheera),Kolar,21-07-2019,2.3
Cabbage,Chikkamagalore,26-07-2019,9.91
Maize,Piriya Pattana,09-09-2019,15
Sweet+Pumpkin,Ramanagara,23-07-2019,19
Green+Chilli,Chikkamagalore,05-08-2019,9.38
Tomato,Channapatana,23-07-2019,15
Maize,Bagalakot,20-07-2019,23.11
Maize,Bangarpet,20-07-2019,25
Groundnut,Bagalakot,18-07-2019,59.32
Groundnut,Hubli (Amaragol),18-07-2019,61.29
Tomato,Chintamani,23-07-2019,22.66
Tomato,Kolar,23-07-2019,24
Tomato,Ramanagara,23-07-2019,21
Gur(Jaggery),Bijapur,18-07-2019,32
Gur(Jaggery),Shimoga,18-07-2019,36
Paddy(Dhan)(Common),Chikkamagalore,18-07-2019,24
Paddy(Dhan)(Common),Haliyala,18-07-2019,16.5
Paddy(Dhan)(Common),Hanagal,18-07-2019,21
Paddy(Dhan)(Common),Harihara,18-07-2019,19.5
Paddy(Dhan)(Common),Holenarsipura,18-07-2019,18
Paddy(Dhan)(Common),Lingasugur,18-07-2019,24.6
Paddy(Dhan)(Common),Manvi,18-07-2019,12.5
Paddy(Dhan)(Common),Nanjangud,18-07-2019,17
Paddy(Dhan)(Common),Shorapur,18-07-2019,24.59
Jowar(Sorghum),Dharwar,18-07-2019,10
Jowar(Sorghum),Hubli (Amaragol),18-07-2019,27.25
Kulthi(Horse+Gram),Mandya,18-07-2019,30
Coconut,Hiriyur,21-07-2019,100
Lime,Bijapur,18-07-2019,12
Maize,Koppal,18-07-2019,23.88
White+Pumpkin,Ramanagara,23-07-2019,18
Onion,Hubli (Amaragol),20-07-2019,9
Mango,Mulabagilu,18-07-2019,9.7
Bitter+gourd,Ramanagara,20-07-2019,31
Coconut,Malur,26-07-2019,80
Coconut,Tarikere,26-07-2019,127.16
Black+pepper,Somvarpet,20-07-2019,280
Paddy(Dhan)(Common),Honnali,20-07-2019,17.9
Onion,Raichur,23-07-2019,15.2
Brinjal,Honnali,20-07-2019,9.5
Paddy(Dhan)(Common),Raichur,30-07-2019,20.01
Paddy(Dhan)(Common),Udupi,30-07-2019,17.78
Green+Chilli,Honnali,21-08-2019,13.8
Corriander+seed,Bhadravathi,26-07-2019,89.02
Cotton,Raichur,26-07-2019,51
Black+pepper,Yellapur,22-08-2019,303.99
Paddy(Dhan)(Common),Bangarpet,20-07-2019,16.8
Paddy(Dhan)(Common),Davangere,20-07-2019,19.99
Paddy(Dhan)(Common),Sorabha,20-07-2019,16
Paddy(Dhan)(Common),T. Narasipura,20-07-2019,16
Goat,Ramdurga,01-09-2019,50
Maize,Holenarsipura,22-07-2019,24
Maize,Honnali,22-07-2019,21.8
Onion,Bijapur,18-07-2019,10
Onion,Hubli (Amaragol),18-07-2019,8.7
Onion,Mandya,18-07-2019,11.96
Ground+Nut+Seed,Bangalore,05-08-2019,115
Brinjal,Ramanagara,22-07-2019,16
Tomato,Chickkaballapura,15-09-2019,9.5
Groundnut,Bellary,05-08-2019,64.08
Groundnut,Raichur,05-08-2019,37.19
Onion,Bijapur,29-07-2019,8.5
Onion,Chikkamagalore,29-07-2019,13.15
Onion,Tumkur,29-07-2019,18
Coconut,Kundapura,06-08-2019,120.01
Coconut,Bangalore,18-07-2019,140
Gur(Jaggery),Bangalore,05-08-2019,46.5
Chilly+Capsicum,Kolar,21-07-2019,40
Potato,Hubli (Amaragol),20-07-2019,10
Beetroot,Ramanagara,22-07-2019,30
Bitter+gourd,Ramanagara,22-07-2019,26
Corriander+seed,Bangalore,18-07-2019,110
Garlic,Chintamani,26-07-2019,30
Paddy(Dhan)(Common),Davangere,18-07-2019,18.65
Paddy(Dhan)(Common),Dharwar,18-07-2019,15
Paddy(Dhan)(Common),Kundapura,18-07-2019,16
Paddy(Dhan)(Common),Sorabha,18-07-2019,20
Paddy(Dhan)(Common),Udupi,18-07-2019,17.5
Alasande+Gram,Bangalore,19-07-2019,54
Paddy(Dhan)(Common),Haveri,23-07-2019,15.8
Paddy(Dhan)(Common),Mandya,23-07-2019,16
Paddy(Dhan)(Common),Raichur,23-07-2019,24.25
Paddy(Dhan)(Common),Shikaripura,23-07-2019,23
Mustard,Bangalore,18-07-2019,49.5
Chapparad+Avare,Kolar,02-08-2019,33
Chilly+Capsicum,Kolar,02-08-2019,27
Chilly+Capsicum,Ramanagara,02-08-2019,40
Alasande+Gram,Gundlupet,19-07-2019,65
Potato,Bangalore,16-08-2019,10
Jowar(Sorghum),Bellary,05-08-2019,24.44
Arhar+Dal(Tur+Dal),Shimoga,19-07-2019,85.5
Potato,Hubli (Amaragol),18-07-2019,11
Potato,Hubli (Amaragol),30-07-2019,10.5
Coriander(Leaves),Chintamani,02-08-2019,70
Ragi+(Finger+Millet),Mysore (Bandipalya),20-07-2019,25.13
Knool+Khol,Chikkamagalore,05-08-2019,11.11
Rice,Gangavathi,20-07-2019,18.3
Paddy(Dhan)(Common),Bhadravathi,29-07-2019,21.5
Paddy(Dhan)(Common),Chikkamagalore,29-07-2019,28.58
Paddy(Dhan)(Common),Somvarpet,29-07-2019,17
Cucumbar(Kheera),Channapatana,02-08-2019,8
Cucumbar(Kheera),Honnali,02-08-2019,4.4
Cucumbar(Kheera),Kolar,02-08-2019,1.7
Coconut,Kundapura,08-08-2019,139.88
Coconut,Udupi,08-08-2019,120
Cotton,Bijapur,06-08-2019,63.03
Cotton,Ranebennur,06-08-2019,50.24
Black+pepper,Gonikappal,26-12-2024,272.21
She+Buffalo,Hirekerur,20-07-2019,450
Black+pepper,Sakaleshpura,26-12-2024,270.32
Soyabean,Hubli (Amaragol),20-07-2019,35.01
Black+pepper,Yellapur,26-12-2024,317.7
Beans,Chikkamagalore,30-08-2019,30
Beans,Malur,30-08-2019,35.05
Green+Chilli,Chikkamagalore,26-07-2019,11.94
Beetroot,Chikkamagalore,30-08-2019,11.67
Black+pepper,Gonikappal,19-07-2019,317
Ragi+(Finger+Millet),Piriya Pattana,09-09-2019,21
Gur(Jaggery),Bijapur,02-08-2019,31
Raddish,Honnali,01-08-2019,5.3
Groundnut,Ramdurga,01-09-2019,58.84
Copra,Kundapura,08-08-2019,95.75
Rice,Gangavathi,18-07-2019,19.1
Tomato,Davangere,20-07-2019,28
Rice,Shimoga,18-07-2019,26.5
Tomato,Kanakapura,20-07-2019,13
Ragi+(Finger+Millet),Arasikere,01-08-2019,20
Green+Chilli,Honnali,24-07-2019,8.9
Green+Chilli,Kolar,24-07-2019,40
Coconut,Davangere,09-08-2019,90
Coconut,Kadur,09-08-2019,122.5
Coconut,Kundapura,09-08-2019,80
Coconut,Tarikere,09-08-2019,104.14
She+Buffalo,Annigeri,18-07-2019,450
Cotton,Bijapur,08-08-2019,63.18
Cotton,Chitradurga,08-08-2019,54.76
Soyabean,Dharwar,18-07-2019,36.24
Suvarna+Gadde,Ramanagara,23-07-2019,30
Wheat,Hubli (Amaragol),20-07-2019,18.26
Sweet+Potato,Somvarpet,23-07-2019,8.75
Potato,Chikkamagalore,29-07-2019,13.93
Ragi+(Finger+Millet),Mysore (Bandipalya),30-07-2019,25.51
Thondekai,Ramanagara,09-09-2019,20
Banana,Channapatana,20-07-2019,43
Tender+Coconut,Hunsur,18-07-2019,0.08
Tender+Coconut,Mandya,18-07-2019,100
Tomato,Chintamani,18-07-2019,21
Tomato,Davangere,18-07-2019,29
Tomato,Gundlupet,18-07-2019,24.5
Tomato,Mulabagilu,18-07-2019,18.35
Tomato,Srinivasapur,18-07-2019,23
Beans,Ramanagara,20-07-2019,30
Jowar(Sorghum),Ramdurga,01-09-2019,28.5
Dry+Chillies,Byadagi,06-08-2019,92.29
Tomato,Chickkaballapura,14-09-2019,9.15
Ridgeguard(Tori),Chikkamagalore,30-07-2019,18.18
Coconut,Bhadravathi,19-07-2019,147.46
Coconut,Davangere,19-07-2019,90
Coconut,Kadur,19-07-2019,140
Coconut,Tarikere,19-07-2019,103.97
Safflower,Gadag,30-07-2019,43.6
Sajje,Mundaragi,30-07-2019,21.75
Methi+Seeds,Bangalore,18-07-2019,64.5
Onion,Bangalore,05-08-2019,13.5
Onion,Chikkamagalore,05-08-2019,14.08
Cotton,Bijapur,09-08-2019,62.12
Soyabean,Hubli (Amaragol),30-07-2019,35.21
Alasande+Gram,Laxmeshwar,14-10-2019,46.33
Cotton,Bijapur,19-07-2019,63.58
Cow,Nippani,19-07-2019,450
Cabbage,Honnali,03-09-2019,5.2
Green+Peas,Bhadravathi,26-07-2019,70.93
Cabbage,Chikkamagalore,18-07-2019,10.71
Sunflower,Bellary,30-07-2019,40.82
Ragi+(Finger+Millet),Mysore (Bandipalya),29-07-2019,25.07
Dry+Chillies,Byadagi,19-07-2019,98.29
Rice,Bangarpet,29-07-2019,31.4
Rice,Gangavathi,29-07-2019,20.3
Rice,Malur,29-07-2019,40
Dry+Chillies,Byadagi,08-08-2019,95.69
Groundnut,Gadag,26-07-2019,53.15
Ginger(Dry),Hosanagar,19-07-2019,100
Garlic,Chintamani,30-08-2019,40
Black+pepper,Chikkamagalore,30-08-2019,229.07
Paddy(Dhan)(Common),Mandya,05-08-2019,16
Paddy(Dhan)(Common),Raichur,05-08-2019,19.09
Chennangi+Dal,Bangalore,18-07-2019,53
Coconut,K.R. Pet,24-08-2019,100
Goat,Nippani,19-07-2019,50
Green+Chilli,Davangere,19-07-2019,17.5
Beans,Chikkamagalore,20-07-2019,25.49
Sheep,Turvekere,29-07-2019,80
Soyabean,Bidar,29-07-2019,35.75
Groundnut,Bagalakot,19-07-2019,52.55
Groundnut,Laxmeshwar,19-07-2019,45.42
Groundnut,Mysore (Bandipalya),19-07-2019,56.43
Black+pepper,Bangalore,20-07-2019,380
Black+pepper,Gonikappal,20-07-2019,300
Gur(Jaggery),Belgaum,19-07-2019,32
Gur(Jaggery),Bijapur,19-07-2019,32
Gur(Jaggery),Gundlupet,19-07-2019,32.65
Gur(Jaggery),Mandya,19-07-2019,31.5
Gur(Jaggery),Mhalingapur,19-07-2019,32.82
Copra,Tiptur,24-08-2019,134
Jowar(Sorghum),Belgaum,19-07-2019,28
Jowar(Sorghum),Laxmeshwar,19-07-2019,24.14
Jowar(Sorghum),Sindhanur,19-07-2019,25.8
Kulthi(Horse+Gram),Gundlupet,19-07-2019,43
Maize,Mhalingapur,19-07-2019,24.5
Maize,Shikaripura,19-07-2019,20
Avare+Dal,Bangalore,30-07-2019,42
Sweet+Potato,Somvarpet,29-07-2019,7.77
Sweet+Pumpkin,Malur,29-07-2019,10
Tamarind+Fruit,Shimoga,29-07-2019,105
Tamarind+Fruit,Tumkur,29-07-2019,65
Safflower,Gadag,23-07-2019,46.61
Sajje,Mundaragi,23-07-2019,21.46
Cabbage,Chikkamagalore,20-07-2019,10.09
Tender+Coconut,Srirangapattana,29-07-2019,110
Tomato,Chikkamagalore,30-07-2019,22
Tomato,Chintamani,30-07-2019,18.66
Tomato,Srinivasapur,30-07-2019,16.67
Tomato,Bangarpet,29-07-2019,12.5
Tomato,Chikkamagalore,29-07-2019,23.15
Tomato,Gundlupet,29-07-2019,13.5
Maize,Hanagal,18-07-2019,20
Maize,Holenarsipura,18-07-2019,22
Maize,Honnali,18-07-2019,21.5
Potato,Chikkamagalore,05-08-2019,14.19
Coconut,Arasikere,20-07-2019,160
Coconut,Bhadravathi,20-07-2019,149.45
Cabbage,Honnali,09-08-2019,12
Sunflower,Bellary,23-07-2019,38.94
Sunflower,Mundaragi,23-07-2019,39.57
Capsicum,Malur,09-08-2019,25
Tender+Coconut,Mandya,23-07-2019,120
Jowar(Sorghum),Gadag,26-07-2019,27.14
Copra,Tiptur,20-07-2019,140
Groundnut,Bagalakot,06-08-2019,57.29
Green+Chilli,Kolar,04-08-2019,32
Jowar(Sorghum),Manvi,22-07-2019,27
Tomato,Chikkamagalore,23-07-2019,22.27
Tomato,Malur,23-07-2019,20
Wheat,Bhadravathi,29-07-2019,30.2
Goat,Nippani,09-08-2019,50
Onion,Gundlupet,19-07-2019,20
Gur(Jaggery),Mandya,06-08-2019,32.5
Gur(Jaggery),Mhalingapur,06-08-2019,32.23
Green+Avare+(W),Ramanagara,24-07-2019,28
Dry+Chillies,Hubli (Amaragol),24-08-2019,46.6
Cabbage,Kolar,23-07-2019,20
Cotton,Annigeri,20-07-2019,61
Cotton,Santhesargur,20-07-2019,48.72
Carrot,Kolar,23-07-2019,53
Cashewnuts,Chintamani,23-07-2019,105
White+Pumpkin,Malur,29-07-2019,10
Wheat,Gadag,30-07-2019,26.48
Ginger(Green),Piriya Pattana,22-08-2019,40
Jowar(Sorghum),Sindhanur,06-08-2019,27.1
Groundnut,Mysore (Bandipalya),08-08-2019,29.86
Cucumbar(Kheera),Chikkamagalore,20-07-2019,11.76
Wheat,Gadag,23-07-2019,25.78
Ox,Nippani,19-07-2019,140
Paddy(Dhan)(Common),Davangere,19-07-2019,18.1
Paddy(Dhan)(Common),Hosanagar,19-07-2019,13
Paddy(Dhan)(Common),Mysore (Bandipalya),19-07-2019,13.7
Green+Chilli,Honnali,26-07-2019,10
Green+Chilli,Kolar,26-07-2019,23
Paddy(Dhan)(Common),Haliyala,01-08-2019,17.5
Paddy(Dhan)(Common),Hanagal,01-08-2019,19
Paddy(Dhan)(Common),Kolar,01-08-2019,17.89
Paddy(Dhan)(Common),T. Narasipura,19-07-2019,17.5
Rice,Gangavathi,05-08-2019,20.45
Gur(Jaggery),Mhalingapur,08-08-2019,34.72
Green+Avare+(W),Ramanagara,19-07-2019,30
Green+Chilli,Honnali,19-07-2019,13.5
Green+Chilli,Kolar,19-07-2019,25
Green+Chilli,Ramanagara,19-07-2019,26
Ground+Nut+Seed,Hiriyur,26-07-2019,100
Tomato,Chintamani,27-07-2019,20.66
Tomato,Ramanagara,27-07-2019,16
Ram,Ramdurga,01-09-2019,85
Maize,Chikkamagalore,26-07-2019,21
Maize,Gadag,26-07-2019,13.35
Green+Peas,Bangalore,19-07-2019,75
Ground+Nut+Seed,Bangalore,19-07-2019,101.5
Arhar+Dal(Tur+Dal),Kolar,17-09-2019,78.44
Green+Chilli,Honnali,08-08-2019,9.6
Gur(Jaggery),Srirangapattana,19-07-2019,27.5
Kulthi(Horse+Gram),Bangalore,18-07-2019,38
Elephant+Yam+(Suran),Arasikere,20-07-2019,20
Sheep,Ramdurga,01-09-2019,55
Ginger(Green),Ramanagara,26-12-2024,65
Kulthi(Horse+Gram),Gundlupet,08-08-2019,44.6
Kulthi(Horse+Gram),Kadur,08-08-2019,30
Gur(Jaggery),Gulbarga,09-08-2019,33.2
Gur(Jaggery),Mandya,09-08-2019,33.5
Gur(Jaggery),Mhalingapur,09-08-2019,34.19
Maize,Honnali,20-07-2019,21.5
Marigold(Calcutta),Harappana Halli,06-08-2019,5.5
Tomato,Chikkamagalore,05-08-2019,24.44
Papaya,Ramanagara,17-09-2019,11
Tomato,Srinivasapur,05-08-2019,18.67
Jowar(Sorghum),Gadag,09-08-2019,25.6
Jowar(Sorghum),Gulbarga,09-08-2019,35.56
Potato,Belgaum,19-07-2019,13
Wheat,Ramdurga,01-09-2019,25
Green+Avare+(W),Ramanagara,29-07-2019,24
Brinjal,Honnali,31-07-2019,9.26
Green+Chilli,Honnali,29-07-2019,9
Green+Chilli,Ramanagara,29-07-2019,17
Green+Chilli,Chikkamagalore,20-07-2019,12.5
Coconut,Kundapura,22-08-2019,125.01
Coconut,Tumkur,22-08-2019,105
Rice,Gonikappal,23-07-2019,17.5
Bull,Nippani,30-08-2019,240
Ridgeguard(Tori),Kolar,23-07-2019,27
Green+Peas,Arasikere,20-07-2019,42.52
Chapparad+Avare,Kolar,22-08-2019,23
Groundnut,Gadag,20-07-2019,50.89
Cabbage,Chikkamagalore,30-08-2019,8.74
Gur(Jaggery),Arasikere,20-07-2019,29
Gur(Jaggery),Thirthahalli,20-07-2019,30
Maize,Piriya Pattana,05-08-2019,17
Maize,Gulbarga,09-08-2019,26.26
Coconut,K.R.Nagar,05-08-2019,130
Copra,Kundapura,22-08-2019,101.8
Banana+-+Green,Kundapura,03-08-2019,250
Jowar(Sorghum),Gadag,20-07-2019,27.2
Jowar(Sorghum),Haveri,20-07-2019,26.5
Kulthi(Horse+Gram),Haveri,20-07-2019,33.5
Maize,Hanagal,30-07-2019,24
Maize,Honnali,30-07-2019,21
Corriander+seed,Mysore (Bandipalya),22-08-2019,92.5
Cotton,Bijapur,22-08-2019,62.96
Cotton,Chitradurga,22-08-2019,56.97
Cotton,Kottur,22-08-2019,51.1
Jowar(Sorghum),Gadag,24-08-2019,25.11
Jowar(Sorghum),Hubli (Amaragol),24-08-2019,28.51
Jowar(Sorghum),Laxmeshwar,24-08-2019,25.8
Onion,Chintamani,26-07-2019,9
Onion,Mandya,26-07-2019,12.74
Maize,Mundaragi,20-07-2019,24.5
Capsicum,Malur,30-08-2019,23
Coconut,Kadur,26-12-2024,110
Coconut,Kundapura,26-12-2024,167.18
Coconut,Sira,26-12-2024,90.6
Ginger(Green),Kolar,19-07-2019,53.63
Ginger(Green),Somvarpet,19-07-2019,25
Maize,Hanagal,20-07-2019,18.5
Coconut,Tumkur,26-12-2024,95
Coconut,Udupi,26-12-2024,100
Raddish,Bangarpet,19-07-2019,9
Chapparad+Avare,Kolar,04-08-2019,32
Paddy(Dhan)(Common),Kundapura,06-08-2019,17.92
Ragi+(Finger+Millet),Mysore (Bandipalya),19-07-2019,25.74
Rice,Bangarpet,19-07-2019,31.4
Onion,Bijapur,08-08-2019,15
Rice,Hosanagar,19-07-2019,27
Rice,Sindhanur,19-07-2019,20
Carrot,Malur,30-08-2019,33
Alsandikai,Ramanagara,30-07-2019,31
Bitter+gourd,Ramanagara,27-07-2019,20
Arhar+Dal(Tur+Dal),Bangalore,30-07-2019,78
Coriander(Leaves),Tumkur,26-12-2024,85
Ginger(Green),Piriya Pattana,24-07-2019,25.5
Paddy(Dhan)(Common),Chintamani,26-07-2019,14.25
Paddy(Dhan)(Common),Harihara,26-07-2019,17.15
Paddy(Dhan)(Common),Raichur,26-07-2019,20.27
Paddy(Dhan)(Common),Shikaripura,26-07-2019,18
Neem+Seed,Arasikere,20-07-2019,43
Onion,Chikkamagalore,20-07-2019,14.49
Onion,Gowribidanoor,20-07-2019,19
Cotton,Bijapur,26-12-2024,62.05
Ginger(Green),Piriya Pattana,05-08-2019,34
Ginger(Green),Kolar,26-07-2019,62
Ginger(Green),Ramanagara,26-07-2019,85
Beans,Ramanagara,03-08-2019,32
She+Buffalo,Nippani,19-07-2019,500
Beetroot,Ramanagara,03-08-2019,34
Onion,Arasikere,01-08-2019,12
Cucumbar(Kheera),Kolar,28-07-2019,2
Onion,Davangere,09-08-2019,17
Soyabean,Dharwar,19-07-2019,35.64
Paddy(Dhan)(Common),Lingasugur,23-07-2019,24
Paddy(Dhan)(Common),Shorapur,23-07-2019,24.03
Paddy(Dhan)(Common),Somvarpet,23-07-2019,19
Beans,Kolar,16-09-2019,37
Beans,Malur,16-09-2019,47.05
Paddy(Dhan)(Common),Arasikere,20-07-2019,13.5
Paddy(Dhan)(Common),Hanagal,20-07-2019,19
Paddy(Dhan)(Common),Karwar,20-07-2019,17.5
Paddy(Dhan)(Common),Raichur,20-07-2019,19.69
Paddy(Dhan)(Common),Santhesargur,20-07-2019,16
Paddy(Dhan)(Common),Shikaripura,20-07-2019,21.5
Brinjal,Honnali,18-07-2019,8.9
Paddy(Dhan)(Common),Kundapura,08-08-2019,17
Beetroot,Chikkamagalore,16-09-2019,12.07
Banana+-+Green,Doddaballa Pur,18-07-2019,35
Beans,Kolar,18-07-2019,47
Beans,Malur,18-07-2019,37.5
Bottle+gourd,Kolar,18-07-2019,2
Ginger(Dry),Somvarpet,14-08-2019,20
Brinjal,Kolar,18-07-2019,13
Chilly+Capsicum,Kolar,28-07-2019,33
Potato,Chikkamagalore,26-07-2019,13.83
Potato,Chintamani,26-07-2019,9
Banana,Channapatana,22-07-2019,47
Tomato,Chikkamagalore,11-10-2019,19.77
Capsicum,Kolar,18-07-2019,43
Carrot,Kolar,18-07-2019,40
Cauliflower,Kolar,18-07-2019,11
Chapparad+Avare,Kolar,18-07-2019,25
Chennangi+Dal,Haveri,18-07-2019,62.1
Cashewnuts,Kumta,03-08-2019,93.85
Cucumbar(Kheera),Channapatana,22-08-2019,8
Coconut,Doddaballa Pur,18-07-2019,150
Cucumbar(Kheera),Doddaballa Pur,22-08-2019,5.5
Chrysanthemum(Loose),Malur,30-08-2019,30
Cotton,Savanur,18-07-2019,58.02
Potato,Chikkamagalore,20-07-2019,14.16
Tomato,Srinivasapur,11-10-2019,6.67
Tomato,K.R.Nagar,19-07-2019,12
Tomato,Ramanagara,19-07-2019,26.5
Tomato,Srinivasapur,19-07-2019,17.66
Coconut,Kadur,30-08-2019,100
Bitter+gourd,Kolar,22-07-2019,30
Dry+Chillies,Byadagi,18-07-2019,99.1
Jowar(Sorghum),Bangalore,18-07-2019,28
Jowar(Sorghum),Sindhanur,18-07-2019,25.2
Coconut,Kundapura,30-08-2019,130
Tomato,Bangarpet,19-07-2019,16
Tomato,Davangere,19-07-2019,28
Tomato,Gundlupet,19-07-2019,19.5
Dry+Chillies,Bangalore,19-07-2019,152.5
Dry+Chillies,Manvi,19-07-2019,39
Beans,Kolar,17-09-2019,30
Ginger(Green),Somvarpet,18-07-2019,25
Green+Peas,Bangalore,22-07-2019,50
Onion,Hubli (Amaragol),24-08-2019,17
Paddy(Dhan)(Common),Davangere,09-08-2019,21.04
Gur(Jaggery),Holalkere,22-07-2019,30
Paddy(Dhan)(Common),Hosanagar,09-08-2019,13
Paddy(Dhan)(Common),T. Narasipura,09-08-2019,16
Green+Chilli,Doddaballa Pur,18-07-2019,30
Green+Chilli,Kolar,18-07-2019,33
Safflower,Gulbarga,19-09-2019,42.76
Coconut,Kundapura,03-08-2019,150
Groundnut,Bellary,18-07-2019,62.9
Groundnut,Mundaragi,18-07-2019,65.74
Gur(Jaggery),Gokak,18-07-2019,28.65
Gur(Jaggery),Mandya,18-07-2019,31
Jowar(Sorghum),Bidar,18-07-2019,35
Jowar(Sorghum),Gadag,18-07-2019,26.64
Knool+Khol,Kolar,18-07-2019,16
Maize,Haveri,18-07-2019,24
Maize,Mundaragi,18-07-2019,23.69
Raddish,Chikkamagalore,20-07-2019,11.05
Raddish,Gowribidanoor,20-07-2019,3.5
Ragi+(Finger+Millet),Arasikere,20-07-2019,23
Ragi+(Finger+Millet),Kottur,20-07-2019,22
Marigold(Calcutta),Malur,18-07-2019,20
Cotton,Annigeri,03-08-2019,58
Cotton,Bijapur,03-08-2019,62.53
Cotton,Chitradurga,03-08-2019,51.14
Cotton+Seed,Gangavathi,03-08-2019,9.5
Ginger(Green),Piriya Pattana,03-09-2019,27
Rice,Karatgi,05-08-2019,31.75
Chapparad+Avare,Kolar,22-07-2019,22
Safflower,Gadag,20-07-2019,44.57
Turmeric,Mhalingapur,19-07-2019,35.5
Dry+Chillies,Byadagi,26-12-2024,101.09
Dry+Chillies,Sakaleshpura,26-12-2024,498.75
Wheat,Bhadravathi,19-07-2019,23.5
Cucumbar(Kheera),Kolar,22-07-2019,2
Arhar+Dal(Tur+Dal),Shimoga,01-08-2019,85.5
Neem+Seed,Madhugiri,18-07-2019,45.3
Onion,Raichur,18-07-2019,11.75
Ground+Nut+Seed,Bangalore,18-07-2019,97.5
Tomato,Chickkaballapura,20-07-2019,14.3
Tomato,Chikkamagalore,20-07-2019,20.55
Maize,Piriya Pattana,29-07-2019,15
Tamarind+Fruit,Bangalore,19-07-2019,82
Bull,Ramdurga,04-08-2019,150
Ginger(Green),Gonikappal,22-07-2019,25
Ginger(Green),Hirekerur,22-07-2019,24
Ginger(Green),Shikaripura,22-07-2019,35
Alasande+Gram,Arasikere,31-12-2019,55
Ragi+(Finger+Millet),Harappana Halli,06-08-2019,24.36
Copra,Kundapura,30-08-2019,80
Goat,Gowribidanoor,22-07-2019,80
Rice,Bangarpet,06-08-2019,29.5
Rice,Gangavathi,06-08-2019,20.45
Rice,Hoskote,06-08-2019,26.2
Dry+Chillies,Hubli (Amaragol),03-08-2019,38.99
Turmeric,Bangalore,20-07-2019,111.5
Chapparad+Avare,Kolar,28-07-2019,27
Wheat,Gadag,20-07-2019,26.13
Groundnut,Bellary,22-07-2019,60.72
Groundnut,Challakere,22-07-2019,57.54
Coconut,Chamaraj Nagar,19-07-2019,130
Coconut,Honnali,19-07-2019,90
Groundnut,Madhugiri,20-07-2019,44.05
Cucumbar(Kheera),Honnali,19-07-2019,8.5
Cucumbar(Kheera),Kolar,19-07-2019,2
Jowar(Sorghum),Manvi,20-07-2019,25
Goat,Ramdurga,04-08-2019,58
Jowar(Sorghum),Bellary,22-07-2019,28.48
Jowar(Sorghum),Laxmeshwar,22-07-2019,23.37
Maize,Haveri,22-07-2019,23.9
Maize,Hirekerur,22-07-2019,21
Maize,Mundaragi,22-07-2019,22.09
Groundnut,Ramdurga,04-08-2019,42.8
Neem+Seed,Madhugiri,23-07-2019,45.3
Gur(Jaggery),Mhalingapur,04-08-2019,33.11
Beans,Chikkamagalore,18-07-2019,29.16
Beetroot,Chikkamagalore,18-07-2019,12
Paddy(Dhan)(Common),Bhadravathi,18-07-2019,22.41
Paddy(Dhan)(Common),Kolar,18-07-2019,17.63
Paddy(Dhan)(Common),Raichur,18-07-2019,18.7
Paddy(Dhan)(Common),Shikaripura,18-07-2019,17
Paddy(Dhan)(Common),Somvarpet,18-07-2019,17.5
Jowar(Sorghum),Ramdurga,04-08-2019,28.5
Safflower,Gadag,26-07-2019,44.55
Sajje,Mundaragi,26-07-2019,22.11
Arhar+Dal(Tur+Dal),Gangavathi,25-07-2019,57
Soyabean,Bidar,26-07-2019,35.6
Paddy(Dhan)(Common),Hirekerur,22-07-2019,18.5
Paddy(Dhan)(Common),Raichur,22-07-2019,19.39
Paddy(Dhan)(Common),Shorapur,22-07-2019,24.22
Ginger(Green),Piriya Pattana,29-07-2019,26
