state_name,district,year,commodity_name,area
Karnataka,HASSAN,2002-03,Turmeric,31.0
Karnataka,HASSAN,2003-04,Turmeric,10.0
Karnataka,HAVERI,2001-02,Turmeric,5.0
Karnataka,HAVERI,2002-03,Turmeric,1.0
Karnataka,HAVERI,2003-04,Turmeric,1.0
Karnataka,MANDYA,2001-02,Turmeric,109.0
Karnataka,MANDYA,2002-03,Turmeric,32.0
Karnataka,MANDYA,2003-04,Turmeric,19.0
Karnataka,MYSORE,2001-02,Turmeric,691.0
Karnataka,MYSORE,2002-03,Turmeric,428.0
Karnataka,MYSORE,2003-04,Turmeric,566.0
Karnataka,RAICHUR,2001-02,Turmeric,23.0
Karnataka,RAICHUR,2002-03,Turmeric,21.0
Karnataka,RAICHUR,2003-04,Turmeric,4.0
Karnataka,SHIMOGA,2001-02,Turmeric,22.0
Karnataka,SHIMOGA,2002-03,Turmeric,10.0
Karnataka,SHIMOGA,2003-04,Turmeric,4.0
Karnataka,TUMKUR,2001-02,Turmeric,3.0
Karnataka,TUMKUR,2002-03,Turmeric,3.0
Karnataka,TUMKUR,2003-04,Turmeric,2.0
Karnataka,UDUPI,2001-02,Turmeric,70.0
Karnataka,UDUPI,2002-03,Turmeric,103.0
Karnataka,UDUPI,2003-04,Turmeric,83.0
Karnataka,UTTAR KANNAD,2001-02,Turmeric,12.0
Karnataka,UTTAR KANNAD,2002-03,Turmeric,10.0
Karnataka,UTTAR KANNAD,2003-04,Turmeric,8.0
Karnataka,BANGALORE RURAL,2001-02,Urad,81.0
Karnataka,BANGALORE RURAL,2001-02,Urad,1.0
Karnataka,BANGALORE RURAL,2002-03,Urad,25.0
Karnataka,BANGALORE RURAL,2003-04,Urad,104.0
Karnataka,BELGAUM,2001-02,Urad,2727.0
Karnataka,BELGAUM,2002-03,Urad,1815.0
Karnataka,BELGAUM,2003-04,Urad,1064.0
Karnataka,BELLARY,2001-02,Urad,67.0
Karnataka,BELLARY,2001-02,Urad,184.0
Karnataka,BELLARY,2002-03,Urad,28.0
Karnataka,BELLARY,2002-03,Urad,105.0
Karnataka,BELLARY,2003-04,Urad,26.0
Karnataka,BELLARY,2003-04,Urad,34.0
Karnataka,BENGALURU URBAN,2001-02,Urad,38.0
Karnataka,BENGALURU URBAN,2002-03,Urad,13.0
Karnataka,BENGALURU URBAN,2003-04,Urad,21.0
Karnataka,BIDAR,2001-02,Urad,86581.0
Karnataka,BIDAR,2002-03,Urad,83943.0
Karnataka,BIDAR,2003-04,Urad,69566.0
Karnataka,CHAMARAJANAGAR,2001-02,Urad,1720.0
Karnataka,CHAMARAJANAGAR,2001-02,Urad,131.0
Karnataka,CHAMARAJANAGAR,2002-03,Urad,1878.0
Karnataka,CHAMARAJANAGAR,2002-03,Urad,303.0
Karnataka,CHAMARAJANAGAR,2003-04,Urad,1141.0
Karnataka,CHAMARAJANAGAR,2003-04,Urad,549.0
Karnataka,CHIKMAGALUR,2001-02,Urad,633.0
Karnataka,CHIKMAGALUR,2001-02,Urad,23.0
Karnataka,CHIKMAGALUR,2002-03,Urad,780.0
Karnataka,CHIKMAGALUR,2002-03,Urad,110.0
Karnataka,CHIKMAGALUR,2003-04,Urad,482.0
Karnataka,CHIKMAGALUR,2003-04,Urad,67.0
Karnataka,CHITRADURGA,2001-02,Urad,40.0
Karnataka,CHITRADURGA,2002-03,Urad,31.0
Karnataka,CHITRADURGA,2003-04,Urad,84.0
Karnataka,DAKSHIN KANNAD,2001-02,Urad,2398.0
Karnataka,DAKSHIN KANNAD,2002-03,Urad,2303.0
Karnataka,DAKSHIN KANNAD,2003-04,Urad,2281.0
Karnataka,DAVANGERE,2001-02,Urad,125.0
Karnataka,DAVANGERE,2001-02,Urad,246.0
Karnataka,DAVANGERE,2002-03,Urad,45.0
Karnataka,DAVANGERE,2002-03,Urad,746.0
Karnataka,DAVANGERE,2003-04,Urad,44.0
Karnataka,DAVANGERE,2003-04,Urad,528.0
Karnataka,DHARWAD,2001-02,Urad,1113.0
Karnataka,DHARWAD,2002-03,Urad,1489.0
Karnataka,DHARWAD,2003-04,Urad,789.0
Karnataka,GADAG,2001-02,Urad,4.0
Karnataka,GADAG,2002-03,Urad,1.0
Karnataka,GULBARGA,2001-02,Urad,49255.0
Karnataka,GULBARGA,2002-03,Urad,53648.0
Karnataka,GULBARGA,2003-04,Urad,48416.0
Karnataka,HASSAN,2001-02,Urad,828.0
Karnataka,HASSAN,2001-02,Urad,338.0
Karnataka,HASSAN,2002-03,Urad,751.0
Karnataka,HASSAN,2002-03,Urad,221.0
Karnataka,HASSAN,2003-04,Urad,435.0
Karnataka,HASSAN,2003-04,Urad,72.0
Karnataka,HAVERI,2001-02,Urad,1156.0
Karnataka,HAVERI,2001-02,Urad,121.0
Karnataka,HAVERI,2002-03,Urad,419.0
Karnataka,HAVERI,2002-03,Urad,619.0
Karnataka,HAVERI,2003-04,Urad,171.0
Karnataka,HAVERI,2003-04,Urad,240.0
Karnataka,KOLAR,2001-02,Urad,41.0
Karnataka,KOPPAL,2001-02,Urad,3.0
Karnataka,KOPPAL,2002-03,Urad,106.0
Karnataka,KOPPAL,2002-03,Urad,970.0
Karnataka,KOPPAL,2003-04,Urad,34.0
Karnataka,KOPPAL,2003-04,Urad,194.0
Karnataka,MANDYA,2001-02,Urad,350.0
Karnataka,MANDYA,2001-02,Urad,79.0
Karnataka,MANDYA,2002-03,Urad,291.0
Karnataka,MANDYA,2002-03,Urad,249.0
Karnataka,MANDYA,2003-04,Urad,469.0
Karnataka,MANDYA,2003-04,Urad,117.0
Karnataka,MYSORE,2001-02,Urad,5184.0
Karnataka,MYSORE,2001-02,Urad,768.0
Karnataka,MYSORE,2002-03,Urad,3569.0
Karnataka,MYSORE,2002-03,Urad,1941.0
Karnataka,MYSORE,2003-04,Urad,5918.0
Karnataka,MYSORE,2003-04,Urad,463.0
Karnataka,RAICHUR,2001-02,Urad,42.0
Karnataka,RAICHUR,2002-03,Urad,13.0
Karnataka,RAICHUR,2002-03,Urad,809.0
Karnataka,SHIMOGA,2001-02,Urad,110.0
Karnataka,SHIMOGA,2001-02,Urad,284.0
Karnataka,SHIMOGA,2002-03,Urad,116.0
Karnataka,SHIMOGA,2002-03,Urad,351.0
Karnataka,SHIMOGA,2003-04,Urad,76.0
Karnataka,SHIMOGA,2003-04,Urad,310.0
Karnataka,TUMKUR,2001-02,Urad,490.0
Karnataka,TUMKUR,2001-02,Urad,6.0
Karnataka,TUMKUR,2002-03,Urad,408.0
Karnataka,TUMKUR,2003-04,Urad,397.0
Karnataka,UDUPI,2001-02,Urad,6631.0
Karnataka,UDUPI,2002-03,Urad,6705.0
Karnataka,UDUPI,2003-04,Urad,5876.0
Karnataka,UTTAR KANNAD,2001-02,Urad,643.0
Karnataka,UTTAR KANNAD,2002-03,Urad,652.0
Karnataka,UTTAR KANNAD,2003-04,Urad,666.0
Karnataka,BAGALKOT,2001-02,Wheat,25855.0
Karnataka,BAGALKOT,2002-03,Wheat,23327.0
Karnataka,BAGALKOT,2003-04,Wheat,15300.0
Karnataka,BELGAUM,2001-02,Wheat,45645.0
Karnataka,BELGAUM,2002-03,Wheat,52297.0
Karnataka,BELGAUM,2003-04,Wheat,51451.0
Karnataka,BELLARY,2001-02,Wheat,2201.0
Karnataka,BELLARY,2002-03,Wheat,1077.0
Karnataka,BELLARY,2003-04,Wheat,990.0
Karnataka,BIDAR,2001-02,Wheat,10101.0
Karnataka,BIDAR,2002-03,Wheat,8840.0
Karnataka,BIDAR,2003-04,Wheat,7887.0
Karnataka,BIJAPUR,2001-02,Wheat,57398.0
Karnataka,BIJAPUR,2002-03,Wheat,50163.0
Karnataka,BIJAPUR,2003-04,Wheat,34432.0
Karnataka,CHIKMAGALUR,2001-02,Wheat,21.0
Karnataka,CHIKMAGALUR,2002-03,Wheat,6.0
Karnataka,CHIKMAGALUR,2003-04,Wheat,1.0
Karnataka,CHITRADURGA,2001-02,Wheat,1531.0
Karnataka,CHITRADURGA,2002-03,Wheat,756.0
Karnataka,CHITRADURGA,2003-04,Wheat,803.0
Karnataka,DAVANGERE,2001-02,Wheat,888.0
Karnataka,DAVANGERE,2002-03,Wheat,986.0
Karnataka,DAVANGERE,2003-04,Wheat,786.0
Karnataka,DHARWAD,2001-02,Wheat,39212.0
Karnataka,DHARWAD,2002-03,Wheat,36056.0
Karnataka,DHARWAD,2003-04,Wheat,52237.0
Karnataka,GADAG,2001-02,Wheat,34893.0
Karnataka,GADAG,2002-03,Wheat,36223.0
Karnataka,GADAG,2003-04,Wheat,37589.0
Karnataka,GULBARGA,2001-02,Wheat,29456.0
Karnataka,GULBARGA,2002-03,Wheat,20389.0
Karnataka,GULBARGA,2003-04,Wheat,17523.0
Karnataka,HAVERI,2001-02,Wheat,1362.0
Karnataka,HAVERI,2002-03,Wheat,1274.0
Karnataka,HAVERI,2003-04,Wheat,1833.0
Karnataka,KOPPAL,2001-02,Wheat,8872.0
Karnataka,KOPPAL,2002-03,Wheat,12264.0
Karnataka,KOPPAL,2003-04,Wheat,8578.0
Karnataka,RAICHUR,2001-02,Wheat,3048.0
Karnataka,RAICHUR,2002-03,Wheat,3197.0
Karnataka,RAICHUR,2003-04,Wheat,2584.0
Karnataka,TUMKUR,2001-02,Wheat,3.0
Karnataka,BAGALKOT,2004-05,Arecanut,2.0
Karnataka,BANGALORE RURAL,2004-05,Arecanut,1975.0
Karnataka,BANGALORE RURAL,2005-06,Arecanut,2099.0
Karnataka,BANGALORE RURAL,2006-07,Arecanut,2257.0
Karnataka,BELGAUM,2004-05,Arecanut,8.0
Karnataka,BELGAUM,2005-06,Arecanut,9.0
Karnataka,BELGAUM,2006-07,Arecanut,9.0
Karnataka,BELLARY,2004-05,Arecanut,32.0
Karnataka,BELLARY,2005-06,Arecanut,58.0
Karnataka,BELLARY,2006-07,Arecanut,62.0
Karnataka,BENGALURU URBAN,2004-05,Arecanut,233.0
Karnataka,BENGALURU URBAN,2005-06,Arecanut,274.0
Karnataka,BENGALURU URBAN,2006-07,Arecanut,247.0
Karnataka,CHAMARAJANAGAR,2004-05,Arecanut,309.0
Karnataka,CHAMARAJANAGAR,2005-06,Arecanut,311.0
Karnataka,CHAMARAJANAGAR,2006-07,Arecanut,311.0
Karnataka,CHIKMAGALUR,2004-05,Arecanut,16616.0
Karnataka,CHIKMAGALUR,2005-06,Arecanut,18192.0
Karnataka,CHIKMAGALUR,2006-07,Arecanut,19046.0
Karnataka,CHITRADURGA,2004-05,Arecanut,14498.0
Karnataka,CHITRADURGA,2005-06,Arecanut,12688.0
Karnataka,CHITRADURGA,2006-07,Arecanut,14820.0
Karnataka,DAKSHIN KANNAD,2004-05,Arecanut,27209.0
Karnataka,DAKSHIN KANNAD,2005-06,Arecanut,27338.0
Karnataka,DAKSHIN KANNAD,2006-07,Arecanut,27481.0
Karnataka,DAVANGERE,2004-05,Arecanut,22015.0
Karnataka,DAVANGERE,2005-06,Arecanut,23241.0
Karnataka,DAVANGERE,2006-07,Arecanut,22779.0
Karnataka,DHARWAD,2004-05,Arecanut,11.0
Karnataka,DHARWAD,2005-06,Arecanut,15.0
Karnataka,DHARWAD,2006-07,Arecanut,18.0
Karnataka,GADAG,2004-05,Arecanut,3.0
Karnataka,GADAG,2005-06,Arecanut,3.0
Karnataka,GADAG,2006-07,Arecanut,3.0
Karnataka,HASSAN,2004-05,Arecanut,3483.0
Karnataka,HASSAN,2005-06,Arecanut,3680.0
Karnataka,HASSAN,2006-07,Arecanut,3819.0
Karnataka,HAVERI,2004-05,Arecanut,717.0
Karnataka,HAVERI,2005-06,Arecanut,715.0
Karnataka,HAVERI,2006-07,Arecanut,794.0
Karnataka,KODAGU,2004-05,Arecanut,1386.0
Karnataka,KODAGU,2005-06,Arecanut,1423.0
Karnataka,KODAGU,2006-07,Arecanut,2298.0
Karnataka,KOLAR,2004-05,Arecanut,54.0
Karnataka,KOLAR,2005-06,Arecanut,54.0
Karnataka,KOLAR,2006-07,Arecanut,54.0
Karnataka,MANDYA,2004-05,Arecanut,879.0
Karnataka,MANDYA,2005-06,Arecanut,833.0
Karnataka,MANDYA,2006-07,Arecanut,868.0
Karnataka,MYSORE,2004-05,Arecanut,676.0
Karnataka,MYSORE,2005-06,Arecanut,556.0
Karnataka,MYSORE,2006-07,Arecanut,1026.0
Karnataka,SHIMOGA,2004-05,Arecanut,29150.0
Karnataka,SHIMOGA,2005-06,Arecanut,31167.0
Karnataka,SHIMOGA,2006-07,Arecanut,32938.0
Karnataka,TUMKUR,2004-05,Arecanut,16197.0
Karnataka,TUMKUR,2005-06,Arecanut,19044.0
Karnataka,TUMKUR,2006-07,Arecanut,19584.0
Karnataka,UDUPI,2004-05,Arecanut,5019.0
Karnataka,UDUPI,2005-06,Arecanut,5127.0
Karnataka,UDUPI,2006-07,Arecanut,5174.0
Karnataka,UTTAR KANNAD,2004-05,Arecanut,12287.0
Karnataka,UTTAR KANNAD,2005-06,Arecanut,14324.0
Karnataka,UTTAR KANNAD,2006-07,Arecanut,14813.0
Karnataka,BAGALKOT,2004-05,Arhar/Tur,3105.0
Karnataka,BAGALKOT,2005-06,Arhar/Tur,2984.0
Karnataka,BAGALKOT,2006-07,Arhar/Tur,3283.0
Karnataka,BANGALORE RURAL,2004-05,Arhar/Tur,5331.0
Karnataka,BANGALORE RURAL,2005-06,Arhar/Tur,4557.0
Karnataka,BANGALORE RURAL,2006-07,Arhar/Tur,4160.0
Karnataka,BELGAUM,2004-05,Arhar/Tur,5517.0
Karnataka,BELGAUM,2005-06,Arhar/Tur,6100.0
Karnataka,BELGAUM,2006-07,Arhar/Tur,5658.0
Karnataka,BELLARY,2004-05,Arhar/Tur,8889.0
Karnataka,BELLARY,2005-06,Arhar/Tur,10655.0
Karnataka,BELLARY,2006-07,Arhar/Tur,9353.0
Karnataka,BENGALURU URBAN,2004-05,Arhar/Tur,1008.0
Karnataka,BENGALURU URBAN,2005-06,Arhar/Tur,849.0
Karnataka,BENGALURU URBAN,2006-07,Arhar/Tur,586.0
Karnataka,BIDAR,2004-05,Arhar/Tur,70100.0
Karnataka,BIDAR,2005-06,Arhar/Tur,69344.0
Karnataka,BIDAR,2006-07,Arhar/Tur,69189.0
Karnataka,BIJAPUR,2004-05,Arhar/Tur,36948.0
Karnataka,BIJAPUR,2005-06,Arhar/Tur,38153.0
Karnataka,BIJAPUR,2006-07,Arhar/Tur,48162.0
Karnataka,CHAMARAJANAGAR,2004-05,Arhar/Tur,1898.0
Karnataka,CHAMARAJANAGAR,2005-06,Arhar/Tur,1850.0
Karnataka,CHAMARAJANAGAR,2006-07,Arhar/Tur,1828.0
Karnataka,CHIKMAGALUR,2004-05,Arhar/Tur,891.0
Karnataka,CHIKMAGALUR,2005-06,Arhar/Tur,652.0
Karnataka,CHIKMAGALUR,2006-07,Arhar/Tur,712.0
Karnataka,CHITRADURGA,2004-05,Arhar/Tur,7746.0
Karnataka,CHITRADURGA,2005-06,Arhar/Tur,8177.0
Karnataka,CHITRADURGA,2006-07,Arhar/Tur,7480.0
Karnataka,DAVANGERE,2004-05,Arhar/Tur,5842.0
Karnataka,DAVANGERE,2005-06,Arhar/Tur,5023.0
Karnataka,DAVANGERE,2006-07,Arhar/Tur,4986.0
Karnataka,DHARWAD,2004-05,Arhar/Tur,2893.0
Karnataka,DHARWAD,2005-06,Arhar/Tur,3174.0
Karnataka,DHARWAD,2006-07,Arhar/Tur,2967.0
Karnataka,GADAG,2004-05,Arhar/Tur,2784.0
Karnataka,GADAG,2005-06,Arhar/Tur,3224.0
Karnataka,GADAG,2006-07,Arhar/Tur,2188.0
Karnataka,GULBARGA,2004-05,Arhar/Tur,345723.0
Karnataka,GULBARGA,2005-06,Arhar/Tur,382765.0
Karnataka,GULBARGA,2006-07,Arhar/Tur,382521.0
Karnataka,HASSAN,2004-05,Arhar/Tur,2111.0
Karnataka,HASSAN,2005-06,Arhar/Tur,2706.0
Karnataka,HASSAN,2006-07,Arhar/Tur,2478.0
Karnataka,HAVERI,2004-05,Arhar/Tur,4375.0
Karnataka,HAVERI,2005-06,Arhar/Tur,3698.0
Karnataka,HAVERI,2006-07,Arhar/Tur,3690.0
Karnataka,KODAGU,2005-06,Arhar/Tur,15.0
Karnataka,KODAGU,2006-07,Arhar/Tur,15.0
Karnataka,KOLAR,2004-05,Arhar/Tur,7907.0
Karnataka,KOLAR,2005-06,Arhar/Tur,8991.0
Karnataka,KOLAR,2006-07,Arhar/Tur,6166.0
Karnataka,KOPPAL,2004-05,Arhar/Tur,11807.0
Karnataka,KOPPAL,2005-06,Arhar/Tur,12798.0
Karnataka,KOPPAL,2006-07,Arhar/Tur,10810.0
Karnataka,MANDYA,2004-05,Arhar/Tur,1245.0
Karnataka,MANDYA,2005-06,Arhar/Tur,1139.0
Karnataka,MANDYA,2006-07,Arhar/Tur,744.0
Karnataka,MYSORE,2004-05,Arhar/Tur,5345.0
Karnataka,MYSORE,2005-06,Arhar/Tur,4315.0
Karnataka,MYSORE,2006-07,Arhar/Tur,5591.0
Karnataka,RAICHUR,2004-05,Arhar/Tur,17583.0
Karnataka,RAICHUR,2005-06,Arhar/Tur,16413.0
Karnataka,RAICHUR,2006-07,Arhar/Tur,13338.0
Karnataka,SHIMOGA,2004-05,Arhar/Tur,324.0
Karnataka,SHIMOGA,2005-06,Arhar/Tur,335.0
Karnataka,SHIMOGA,2006-07,Arhar/Tur,446.0
Karnataka,TUMKUR,2004-05,Arhar/Tur,12595.0
Karnataka,TUMKUR,2005-06,Arhar/Tur,11861.0
Karnataka,TUMKUR,2006-07,Arhar/Tur,9257.0
Karnataka,UTTAR KANNAD,2004-05,Arhar/Tur,160.0
Karnataka,UTTAR KANNAD,2005-06,Arhar/Tur,106.0
Karnataka,UTTAR KANNAD,2006-07,Arhar/Tur,89.0
Karnataka,BAGALKOT,2004-05,Bajra,50947.0
Karnataka,BAGALKOT,2005-06,Bajra,44354.0
Karnataka,BAGALKOT,2006-07,Bajra,39194.0
Karnataka,BANGALORE RURAL,2005-06,Bajra,33.0
Karnataka,BANGALORE RURAL,2006-07,Bajra,6.0
Karnataka,BELGAUM,2004-05,Bajra,40727.0
Karnataka,BELGAUM,2005-06,Bajra,27553.0
Karnataka,BELGAUM,2006-07,Bajra,30036.0
Karnataka,BELLARY,2004-05,Bajra,17021.0
Karnataka,BELLARY,2004-05,Bajra,222.0
Karnataka,BELLARY,2004-05,Bajra,1327.0
Karnataka,BELLARY,2005-06,Bajra,20594.0
Karnataka,BELLARY,2005-06,Bajra,78.0
Karnataka,BELLARY,2005-06,Bajra,913.0
Karnataka,BELLARY,2006-07,Bajra,15831.0
Karnataka,BELLARY,2006-07,Bajra,25.0
Karnataka,BELLARY,2006-07,Bajra,1166.0
Karnataka,BIDAR,2004-05,Bajra,8912.0
Karnataka,BIDAR,2005-06,Bajra,9577.0
Karnataka,BIDAR,2006-07,Bajra,9430.0
Karnataka,BIJAPUR,2004-05,Bajra,97629.0
Karnataka,BIJAPUR,2005-06,Bajra,83066.0
Karnataka,BIJAPUR,2006-07,Bajra,95656.0
Karnataka,CHAMARAJANAGAR,2004-05,Bajra,619.0
Karnataka,CHAMARAJANAGAR,2005-06,Bajra,915.0
Karnataka,CHAMARAJANAGAR,2006-07,Bajra,387.0
Karnataka,CHITRADURGA,2004-05,Bajra,7171.0
Karnataka,CHITRADURGA,2004-05,Bajra,12.0
Karnataka,CHITRADURGA,2005-06,Bajra,4772.0
Karnataka,CHITRADURGA,2006-07,Bajra,1072.0
Karnataka,CHITRADURGA,2006-07,Bajra,15.0
Karnataka,DAVANGERE,2004-05,Bajra,604.0
Karnataka,DAVANGERE,2005-06,Bajra,716.0
Karnataka,DAVANGERE,2006-07,Bajra,494.0
Karnataka,GADAG,2004-05,Bajra,2015.0
Karnataka,GADAG,2005-06,Bajra,2482.0
Karnataka,GADAG,2006-07,Bajra,2004.0
Karnataka,GULBARGA,2004-05,Bajra,68824.0
Karnataka,GULBARGA,2005-06,Bajra,72667.0
Karnataka,GULBARGA,2006-07,Bajra,65634.0
Karnataka,GULBARGA,2006-07,Bajra,4.0
Karnataka,HAVERI,2004-05,Bajra,178.0
Karnataka,HAVERI,2005-06,Bajra,73.0
Karnataka,HAVERI,2006-07,Bajra,69.0
Karnataka,KOLAR,2004-05,Bajra,77.0
Karnataka,KOLAR,2005-06,Bajra,93.0
Karnataka,KOLAR,2006-07,Bajra,100.0
Karnataka,KOPPAL,2004-05,Bajra,73307.0
Karnataka,KOPPAL,2005-06,Bajra,94687.0
Karnataka,KOPPAL,2006-07,Bajra,69097.0
Karnataka,RAICHUR,2004-05,Bajra,74080.0
Karnataka,RAICHUR,2004-05,Bajra,769.0
Karnataka,RAICHUR,2005-06,Bajra,68058.0
Karnataka,RAICHUR,2005-06,Bajra,4.0
Karnataka,RAICHUR,2006-07,Bajra,57333.0
Karnataka,RAICHUR,2006-07,Bajra,70.0
Karnataka,TUMKUR,2004-05,Bajra,261.0
Karnataka,TUMKUR,2005-06,Bajra,249.0
Karnataka,TUMKUR,2006-07,Bajra,113.0
Karnataka,BAGALKOT,2004-05,Banana,191.0
Karnataka,BAGALKOT,2005-06,Banana,84.0
Karnataka,BAGALKOT,2006-07,Banana,572.0
Karnataka,BANGALORE RURAL,2004-05,Banana,3128.0
Karnataka,BANGALORE RURAL,2005-06,Banana,3407.0
Karnataka,BANGALORE RURAL,2006-07,Banana,3317.0
Karnataka,BELGAUM,2004-05,Banana,828.0
Karnataka,BELGAUM,2005-06,Banana,1382.0
Karnataka,BELGAUM,2006-07,Banana,1050.0
Karnataka,BELLARY,2004-05,Banana,3255.0
Karnataka,BELLARY,2005-06,Banana,14.0
Karnataka,BELLARY,2006-07,Banana,2295.0
Karnataka,BENGALURU URBAN,2004-05,Banana,530.0
Karnataka,BENGALURU URBAN,2005-06,Banana,490.0
Karnataka,BENGALURU URBAN,2006-07,Banana,532.0
Karnataka,BIDAR,2004-05,Banana,63.0
Karnataka,BIDAR,2005-06,Banana,207.0
Karnataka,BIDAR,2006-07,Banana,195.0
Karnataka,BIJAPUR,2004-05,Banana,520.0
Karnataka,BIJAPUR,2005-06,Banana,582.0
Karnataka,BIJAPUR,2006-07,Banana,1406.0
Karnataka,CHAMARAJANAGAR,2004-05,Banana,1801.0
Karnataka,CHAMARAJANAGAR,2005-06,Banana,3044.0
Karnataka,CHAMARAJANAGAR,2006-07,Banana,2395.0
Karnataka,CHIKMAGALUR,2004-05,Banana,1612.0
Karnataka,CHIKMAGALUR,2005-06,Banana,1609.0
Karnataka,CHIKMAGALUR,2006-07,Banana,1313.0
Karnataka,CHITRADURGA,2004-05,Banana,1171.0
Karnataka,CHITRADURGA,2005-06,Banana,724.0
Karnataka,CHITRADURGA,2006-07,Banana,1329.0
Karnataka,DAKSHIN KANNAD,2004-05,Banana,5220.0
Karnataka,DAKSHIN KANNAD,2005-06,Banana,8032.0
Karnataka,DAKSHIN KANNAD,2006-07,Banana,3089.0
Karnataka,DAVANGERE,2004-05,Banana,477.0
Karnataka,DAVANGERE,2005-06,Banana,659.0
Karnataka,DAVANGERE,2006-07,Banana,983.0
Karnataka,DHARWAD,2004-05,Banana,160.0
Karnataka,DHARWAD,2005-06,Banana,253.0
Karnataka,DHARWAD,2006-07,Banana,239.0
Karnataka,GADAG,2004-05,Banana,254.0
Karnataka,GADAG,2005-06,Banana,99.0
Karnataka,GADAG,2006-07,Banana,93.0
Karnataka,GULBARGA,2004-05,Banana,908.0
Karnataka,GULBARGA,2005-06,Banana,862.0
Karnataka,GULBARGA,2006-07,Banana,1131.0
Karnataka,HASSAN,2004-05,Banana,2728.0
Karnataka,HASSAN,2005-06,Banana,3211.0
Karnataka,HASSAN,2006-07,Banana,3135.0
Karnataka,HAVERI,2004-05,Banana,942.0
Karnataka,HAVERI,2005-06,Banana,1199.0
Karnataka,HAVERI,2006-07,Banana,1201.0
Karnataka,KODAGU,2004-05,Banana,547.0
Karnataka,KODAGU,2005-06,Banana,563.0
Karnataka,KODAGU,2006-07,Banana,499.0
Karnataka,KOLAR,2004-05,Banana,1101.0
Karnataka,KOLAR,2005-06,Banana,1382.0
Karnataka,KOLAR,2006-07,Banana,2068.0
Karnataka,KOPPAL,2004-05,Banana,3657.0
Karnataka,KOPPAL,2005-06,Banana,376.0
Karnataka,KOPPAL,2006-07,Banana,368.0
Karnataka,MANDYA,2004-05,Banana,1272.0
Karnataka,MANDYA,2005-06,Banana,2617.0
Karnataka,MANDYA,2006-07,Banana,2650.0
Karnataka,MYSORE,2004-05,Banana,1570.0
Karnataka,MYSORE,2005-06,Banana,2337.0
Karnataka,MYSORE,2006-07,Banana,2027.0
Karnataka,RAICHUR,2004-05,Banana,22.0
Karnataka,RAICHUR,2005-06,Banana,8.0
Karnataka,RAICHUR,2006-07,Banana,8.0
Karnataka,SHIMOGA,2004-05,Banana,3210.0
Karnataka,SHIMOGA,2005-06,Banana,4788.0
Karnataka,SHIMOGA,2006-07,Banana,4193.0
Karnataka,TUMKUR,2004-05,Banana,4531.0
Karnataka,TUMKUR,2005-06,Banana,3064.0
Karnataka,TUMKUR,2006-07,Banana,2945.0
Karnataka,UDUPI,2004-05,Banana,1025.0
Karnataka,UDUPI,2005-06,Banana,838.0
Karnataka,UDUPI,2006-07,Banana,1627.0
Karnataka,UTTAR KANNAD,2004-05,Banana,1254.0
Karnataka,UTTAR KANNAD,2005-06,Banana,1731.0
Karnataka,UTTAR KANNAD,2006-07,Banana,1986.0
Karnataka,BANGALORE RURAL,2004-05,Black pepper,26.0
Karnataka,BANGALORE RURAL,2005-06,Black pepper,1.0
Karnataka,CHIKMAGALUR,2004-05,Black pepper,1939.0
Karnataka,CHIKMAGALUR,2005-06,Black pepper,2088.0
Karnataka,CHIKMAGALUR,2006-07,Black pepper,2210.0
Karnataka,DAKSHIN KANNAD,2004-05,Black pepper,1986.0
Karnataka,DAKSHIN KANNAD,2005-06,Black pepper,1976.0
Karnataka,DAKSHIN KANNAD,2006-07,Black pepper,2008.0
Karnataka,DAVANGERE,2004-05,Black pepper,36.0
Karnataka,DAVANGERE,2005-06,Black pepper,12.0
Karnataka,DAVANGERE,2006-07,Black pepper,13.0
Karnataka,DHARWAD,2004-05,Black pepper,3.0
Karnataka,DHARWAD,2005-06,Black pepper,1.0
Karnataka,HASSAN,2004-05,Black pepper,1648.0
Karnataka,HASSAN,2005-06,Black pepper,2689.0
Karnataka,HASSAN,2006-07,Black pepper,2752.0
Karnataka,KODAGU,2004-05,Black pepper,5403.0
Karnataka,KODAGU,2005-06,Black pepper,6733.0
Karnataka,KODAGU,2006-07,Black pepper,5464.0
Karnataka,MANDYA,2004-05,Black pepper,2.0
Karnataka,MANDYA,2005-06,Black pepper,2.0
Karnataka,MYSORE,2004-05,Black pepper,28.0
Karnataka,MYSORE,2005-06,Black pepper,25.0
Karnataka,MYSORE,2006-07,Black pepper,26.0
Karnataka,SHIMOGA,2004-05,Black pepper,814.0
Karnataka,SHIMOGA,2005-06,Black pepper,744.0
Karnataka,SHIMOGA,2006-07,Black pepper,705.0
Karnataka,TUMKUR,2004-05,Black pepper,12.0
Karnataka,TUMKUR,2005-06,Black pepper,12.0
Karnataka,TUMKUR,2006-07,Black pepper,7.0
Karnataka,UDUPI,2004-05,Black pepper,271.0
Karnataka,UDUPI,2005-06,Black pepper,280.0
Karnataka,UDUPI,2006-07,Black pepper,287.0
Karnataka,UTTAR KANNAD,2004-05,Black pepper,176.0
Karnataka,UTTAR KANNAD,2005-06,Black pepper,234.0
Karnataka,UTTAR KANNAD,2006-07,Black pepper,254.0
Karnataka,BANGALORE RURAL,2005-06,Cardamom,1.0
Karnataka,CHAMARAJANAGAR,2004-05,Cardamom,10.0
